Neighborhood,Neighborhood Latitude,Neighborhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
Allerton,40.86578788,-73.85931863,Compare Foods,40.86384799239143,-73.85659028680708,Grocery Store
Allerton,40.86578788,-73.85931863,Internacional Restaurant & Deli,40.86380886984126,-73.85664024369478,Spanish Restaurant
Allerton,40.86578788,-73.85931863,Dena Grocery & Deli,40.865660999999996,-73.855554,Deli / Bodega
Allerton,40.86578788,-73.85931863,Boston Building Materials,40.868697,-73.858825,Construction & Landscaping
Allerton,40.86578788,-73.85931863,Five Stars Motorcycle Shop,40.864683085761285,-73.86300324884856,Motorcycle Shop
Allerton,40.86578788,-73.85931863,Krishna Wines & Liquor Inc.,40.865226,-73.86323900000001,Liquor Store
Allerton,40.86578788,-73.85931863,Liquor Barn,40.86545,-73.863319,Liquor Store
Allerton,40.86578788,-73.85931863,Native Contracting Inc,40.8641652,-73.8628798,Construction & Landscaping
Allerton,40.86578788,-73.85931863,MTA Bus - Bx8,40.86278391516565,-73.8578290157109,Bus Station
Allerton,40.86578788,-73.85931863,Y.H.Group Inc.,40.865481,-73.86357056666667,Toy / Game Store
Allerton,40.86578788,-73.85931863,Boston Road & Barnes Avenue,40.8646731971342,-73.86356771191112,Intersection
Allerton,40.86578788,-73.85931863,Superfood,40.86541152257616,-73.86383593735232,Market
Allerton,40.86578788,-73.85931863,Latin Fusion Restaurant,40.8656767,-73.8638646,Mexican Restaurant
Allerton,40.86578788,-73.85931863,Pioneer Supermarket,40.86542486227309,-73.86391276489042,Supermarket
Allerton,40.86578788,-73.85931863,Palombo Pastry Shop,40.865686,-73.863958,Bakery
Allerton,40.86578788,-73.85931863,Tulcimex,40.864808000000004,-73.863795,Mexican Restaurant
Allerton,40.86578788,-73.85931863,Hertz,40.869287,-73.85825799999999,Rental Car Location
Allerton,40.86578788,-73.85931863,Global Tax & Financial Services Inc,40.8656451,-73.8641572,Financial or Legal Service
Allerton,40.86578788,-73.85931863,Elegant Unisex Beauty Salon,40.865767,-73.864163,Cosmetics Shop
Allerton,40.86578788,-73.85931863,Amy 783 Nails,40.865767,-73.864163,Spa
Allerton,40.86578788,-73.85931863,788 Nails & Spa,40.8656686355547,-73.86418623973736,Massage Studio
Allerton,40.86578788,-73.85931863,M & A Gourmet Deli,40.865599430858865,-73.86422643833176,Deli / Bodega
Allerton,40.86578788,-73.85931863,Alesayi Deli Grocery,40.865219,-73.864194,Convenience Store
Allerton,40.86578788,-73.85931863,Salud! Spa,40.862223,-73.857758,Spa
Allerton,40.86578788,-73.85931863,A & W Grocery,40.865548,-73.864299,Deli / Bodega
Allerton,40.86578788,-73.85931863,Aj Podiatry,40.864131,-73.86382900000001,Health & Beauty Service
Allerton,40.86578788,-73.85931863,Hollywood Nails,40.862235,-73.857454,Cosmetics Shop
Allerton,40.86578788,-73.85931863,Quality Tile Corporation,40.864573,-73.86412800000001,Construction & Landscaping
Allerton,40.86578788,-73.85931863,Pizza Corner,40.865716,-73.86459599999999,Pizza Place
Allerton,40.86578788,-73.85931863,DJ Construction Group Inc,40.8629252,-73.8630502,Construction & Landscaping
Allerton,40.86578788,-73.85931863,National Bakery,40.86555210007913,-73.86466104867736,Bakery
Allerton,40.86578788,-73.85931863,Marilena's Bakery,40.865716,-73.864665,Bakery
Allerton,40.86578788,-73.85931863,Coste Events,40.863775,-73.864284,Event Service
Allerton,40.86578788,-73.85931863,WZ Wine and Liquor,40.861789,-73.85732900000001,Liquor Store
Allerton,40.86578788,-73.85931863,Columbus Discount,40.861789,-73.85732900000001,Department Store
Allerton,40.86578788,-73.85931863,New Boe Sun Chinese Restaurant,40.865401,-73.865002,Bakery
Allerton,40.86578788,-73.85931863,Jankee Motors,40.86967555083784,-73.85684341192245,Used Auto Dealership
Allerton,40.86578788,-73.85931863,Privilege Cigar Lounge,40.863748252177125,-73.86439305754219,Smoke Shop
Allerton,40.86578788,-73.85931863,Manny's Restaurant,40.863903,-73.86457,Food
Allerton,40.86578788,-73.85931863,Boesun Kitchen,40.865206,-73.865115,Food
Allerton,40.86578788,-73.85931863,New Allerton Pizza,40.865206,-73.865115,Pizza Place
Allerton,40.86578788,-73.85931863,Total Wireless Store,40.865206,-73.865115,Mobile Phone Shop
Allerton,40.86578788,-73.85931863,Allerton Flowers,40.864748,-73.864413,Flower Shop
Baychester,40.86685811,-73.83579759999999,Caridad & Louie,40.86584304086998,-73.83770669702484,Spanish Restaurant
Baychester,40.86685811,-73.83579759999999,Dunkin',40.86780008007166,-73.8333645677676,Donut Shop
Baychester,40.86685811,-73.83579759999999,Chase Bank,40.866076105543534,-73.83836965596883,Bank
Baychester,40.86685811,-73.83579759999999,SUBWAY,40.868719,-73.83370699999999,Sandwich Place
Baychester,40.86685811,-73.83579759999999,Dollar Tree,40.8643834629013,-73.8346077587142,Discount Store
Baychester,40.86685811,-73.83579759999999,Pizza Hut,40.8686218839239,-73.83380771265149,Pizza Place
Baychester,40.86685811,-73.83579759999999,ALDI Food Market,40.8632499,-73.8350024,Supermarket
Baychester,40.86685811,-73.83579759999999,Popeyes Louisiana Kitchen,40.86860057501349,-73.8312082077379,Fried Chicken Joint
Baychester,40.86685811,-73.83579759999999,Mattress Firm,40.86881401929237,-73.83367127976226,Mattress Store
Baychester,40.86685811,-73.83579759999999,Petco,40.86320122,-73.83454249,Pet Store
Baychester,40.86685811,-73.83579759999999,Moe's Southwest Grill,40.86631,-73.83032,Mexican Restaurant
Baychester,40.86685811,-73.83579759999999,7 eleven,40.869155118939915,-73.83156599525223,Convenience Store
Baychester,40.86685811,-73.83579759999999,Dunkin',40.86321156516152,-73.834300472422,Donut Shop
Baychester,40.86685811,-73.83579759999999,Chuck E. Cheese,40.86321585975214,-73.83326754981726,Arcade
Baychester,40.86685811,-73.83579759999999,McDonald's,40.86870592437685,-73.83058532145697,Fast Food Restaurant
Baychester,40.86685811,-73.83579759999999,Empire Rent A Car,40.86571724198258,-73.83692970270755,Rental Car Location
Baychester,40.86685811,-73.83579759999999,UPS Access Point Locker,40.867946,-73.83419,Shipping Store
Baychester,40.86685811,-73.83579759999999,Budget Truck Rental,40.866061,-73.837186,Rental Car Location
Baychester,40.86685811,-73.83579759999999,G and D Pizza and Pasta,40.865198,-73.836209,Food
Baychester,40.86685811,-73.83579759999999,Astor Little League,40.865377,-73.83559699999999,Baseball Field
Baychester,40.86685811,-73.83579759999999,The S.S. Allerton,40.865403114508304,-73.8372533919981,Boat or Ferry
Baychester,40.86685811,-73.83579759999999,Pelham Bay Diner,40.86537502090643,-73.83724559229154,American Restaurant
Baychester,40.86685811,-73.83579759999999,Johnnys Best Sandwhich,40.865265,-73.837317,Sandwich Place
Baychester,40.86685811,-73.83579759999999,Atlantis Fresh Market,40.867971768537,-73.833403587341,Convenience Store
Baychester,40.86685811,-73.83579759999999,Mta Mabstoa Bus: Bx5/Bx12/Bx12 +Sbs/Bx23/Bx26/Bx28/Bx38/Q50 Buses At Bartow Avenue & Edson Avenue,40.867767,-73.833206,Bus Stop
Baychester,40.86685811,-73.83579759999999,P.C. Richard & Son,40.86811787434579,-73.83059312471943,Electronics Store
Baychester,40.86685811,-73.83579759999999,MTA Regional Bus Depot - Gun Hill,40.867520982068406,-73.8327426821393,Bus Station
Baychester,40.86685811,-73.83579759999999,Clean Rite Center,40.86912050760486,-73.833845445115,Laundromat
Baychester,40.86685811,-73.83579759999999,Rricky's Costume Superstore,40.864167,-73.835062,Costume Shop
Baychester,40.86685811,-73.83579759999999,MTA MaBSTOA Bus Bx12 / +SBS / Bx23 / Bx26 / Bx28 / Bx29 / Bx30 / Bx38 / Q50 / BxM7 at Baychester Ave / Gun Hill Road,40.868482907830256,-73.83256673812866,Other Great Outdoors
Baychester,40.86685811,-73.83579759999999,House of Hoops,40.86647033691406,-73.83182525634766,Sporting Goods Shop
Baychester,40.86685811,-73.83579759999999,Feel Beauty Supply Store,40.86371754934731,-73.83525260772788,Cosmetics Shop
Baychester,40.86685811,-73.83579759999999,Men's Wearhouse,40.869281189996855,-73.83092614068846,Men's Store
Baychester,40.86685811,-73.83579759999999,Deals,40.86365081697354,-73.83542491266289,Discount Store
Baychester,40.86685811,-73.83579759999999,Throughway,40.869843148019065,-73.83333426930267,Moving Target
Baychester,40.86685811,-73.83579759999999,Burns Playground,40.86321767527671,-73.83682057709747,Playground
Baychester,40.86685811,-73.83579759999999,Ridgewood Savings Bank,40.86322348484106,-73.83466718602824,Bank
Baychester,40.86685811,-73.83579759999999,Gunhill Wholesale,40.86777185436365,-73.84061351814675,Food & Drink Shop
Baychester,40.86685811,-73.83579759999999,ProPrintingNY,40.870715999999994,-73.83657,Print Shop
Baychester,40.86685811,-73.83579759999999,Rally's,40.867201,-73.83064499999999,Fast Food Restaurant
Baychester,40.86685811,-73.83579759999999,TD Bank,40.86920509999999,-73.8316335,Bank
Baychester,40.86685811,-73.83579759999999,PC Richards & Son Bay Plaza mall,40.86579834119964,-73.83055436860468,Electronics Store
Baychester,40.86685811,-73.83579759999999,The Avenue,40.868736112674895,-73.83088749926212,Accessories Store
Baychester,40.86685811,-73.83579759999999,LIBERTY GENERAL CONTRACTING INC.,40.86262485277418,-73.83711576461792,Construction & Landscaping
Baychester,40.86685811,-73.83579759999999,Journeys,40.865951,-73.830155,Shopping Mall
Baychester,40.86685811,-73.83579759999999,The North Face Outlet,40.8656321404682,-73.8302342809365,Sporting Goods Shop
Baychester,40.86685811,-73.83579759999999,Damatrixstudios,40.87117330237115,-73.83684592174664,Music Venue
Baychester,40.86685811,-73.83579759999999,Apple Bank ATM,40.869345,-73.830924,ATM
Baychester,40.86685811,-73.83579759999999,Apple Bank,40.869345,-73.830924,Bank
Baychester,40.86685811,-73.83579759999999,Aldrich Park,40.869898,-73.831463,Park
Bedford Park,40.87018516,-73.88551218,E. Mosholu Parkway South and Bainbridge Ave,40.87224819764808,-73.88228625969055,Park
Bedford Park,40.87018516,-73.88551218,Nick's Garden Coffee Shop,40.86773006303234,-73.88341474664401,Diner
Bedford Park,40.87018516,-73.88551218,Webster Cafe,40.86728998621904,-73.8836194832744,Diner
Bedford Park,40.87018516,-73.88551218,My Place Family Pizza,40.86926155772971,-73.88947570131111,Pizza Place
Bedford Park,40.87018516,-73.88551218,National Restaurant & Coffee,40.87300715055455,-73.88908200028848,Diner
Bedford Park,40.87018516,-73.88551218,Bedford Park Gourmet Deli,40.86800966320367,-73.8842049508711,Deli / Bodega
Bedford Park,40.87018516,-73.88551218,Jerome's Pizza,40.87310727496674,-73.88904984641387,Pizza Place
Bedford Park,40.87018516,-73.88551218,Jolly Tinker,40.86745127461597,-73.88353583600046,Bar
Bedford Park,40.87018516,-73.88551218,OK Mr. Pancho,40.867343,-73.883963,Mexican Restaurant
Bedford Park,40.87018516,-73.88551218,Madden's Pub,40.87298848588746,-73.88869859193673,Pub
Bedford Park,40.87018516,-73.88551218,Las Maravillas De Mexico,40.87313535316203,-73.88901886539281,Mexican Restaurant
Bedford Park,40.87018516,-73.88551218,Pioneer Cherry Valley Marketplace,40.866898214837654,-73.88382629206778,Supermarket
Bedford Park,40.87018516,-73.88551218,CTown Supermarkets,40.87393696550383,-73.88391345396735,Grocery Store
Bedford Park,40.87018516,-73.88551218,SUBWAY,40.867227,-73.88412199999999,Sandwich Place
Bedford Park,40.87018516,-73.88551218,Blink Fitness,40.873893,-73.888768,Gym
Bedford Park,40.87018516,-73.88551218,Family Dollar,40.86706540574046,-73.88405259376377,Discount Store
Bedford Park,40.87018516,-73.88551218,Choi Yuan - Chinese Restaurant,40.873077802879685,-73.88908621196552,Chinese Restaurant
Bedford Park,40.87018516,-73.88551218,Bedford Cafe Restaurant,40.87341387211989,-73.88919548256142,Diner
Bedford Park,40.87018516,-73.88551218,Dunkin',40.872716,-73.88646800000001,Donut Shop
Bedford Park,40.87018516,-73.88551218,Hung Hing Chinese Restaurant,40.871181206606806,-73.88675855253665,Chinese Restaurant
Bedford Park,40.87018516,-73.88551218,SUBWAY,40.872585858388554,-73.8896375901331,Sandwich Place
Bedford Park,40.87018516,-73.88551218,248 East Deli & Grocery Corp,40.8690979077629,-73.88729907238789,Deli / Bodega
Bedford Park,40.87018516,-73.88551218,La Rola Resturant,40.866037,-73.886206,Spanish Restaurant
Bedford Park,40.87018516,-73.88551218,Diva's Yo Yo Yarn,40.871943,-73.88408199999999,Hobby Shop
Bedford Park,40.87018516,-73.88551218,Bx 1/2 196th & Grand Concourse,40.8714994624375,-73.88809146401503,Bus Stop
Bedford Park,40.87018516,-73.88551218,Kennedy Fried Chicken & Biscuits,40.868013,-73.883883,Fried Chicken Joint
Bedford Park,40.87018516,-73.88551218,Frich Feild,40.87000184123228,-73.88218290137696,Baseball Field
Bedford Park,40.87018516,-73.88551218,Fullstop Wireless,40.8678055,-73.8843437,Mobile Phone Shop
Bedford Park,40.87018516,-73.88551218,Bedford Pizza,40.867731972856994,-73.88408353719713,Pizza Place
Bedford Park,40.87018516,-73.88551218,Lehman Cigars,40.867637,-73.884353,Smoke Shop
Bedford Park,40.87018516,-73.88551218,Moshulu playground,40.87213134765625,-73.88284301757812,Park
Bedford Park,40.87018516,-73.88551218,our lady of refuge thrift shop,40.869269,-73.889067,Thrift / Vintage Store
Bedford Park,40.87018516,-73.88551218,"MTA MaBSTOA Bus at Bedford Pk Blvd & The Grand Concourse: (Bx1 + LTD, Bx2, Bx26, BxM4)",40.87241882748429,-73.88787420697899,Bus Station
Bedford Park,40.87018516,-73.88551218,UPS Access Point location,40.869331,-73.889114,Shipping Store
Bedford Park,40.87018516,-73.88551218,Leroy Pharmacy,40.869324,-73.889138,Pharmacy
Bedford Park,40.87018516,-73.88551218,198 Bainbridge Deli & Grocery,40.868536999999996,-73.888657,Deli / Bodega
Bedford Park,40.87018516,-73.88551218,243 Valentine Discount,40.869367,-73.889207,Convenience Store
Bedford Park,40.87018516,-73.88551218,Royal African & Caribbean Foods,40.867723,-73.883427,Supermarket
Bedford Park,40.87018516,-73.88551218,D&A Deli Grocery,40.8732,-73.88523,Grocery Store
Bedford Park,40.87018516,-73.88551218,Tony's Deli Caterers,40.868765,-73.881821,Food
Bedford Park,40.87018516,-73.88551218,Confectionaires Bakery,40.867506,-73.883297,Bakery
Bedford Park,40.87018516,-73.88551218,Take A Bite Deli,40.87242901325226,-73.88849079608917,Deli / Bodega
Bedford Park,40.87018516,-73.88551218,Georges Pizza,40.873439000000005,-73.885316,Pizza Place
Bedford Park,40.87018516,-73.88551218,Mikes Pizzeria and Restaurant,40.867258,-73.883625,Food
Bedford Park,40.87018516,-73.88551218,"Espinal Grocery, Inc",40.86711066,-73.88709649,Grocery Store
Bedford Park,40.87018516,-73.88551218,East Mosholu Park,40.87019192504559,-73.88114357308024,Park
Bedford Park,40.87018516,-73.88551218,top unique fashion,40.869164000000005,-73.889685,Clothing Store
Bedford Park,40.87018516,-73.88551218,Metro by T-Mobile,40.86981,-73.889914,Mobile Phone Shop
Bedford Park,40.87018516,-73.88551218,Emmanuel Grocery,40.868753573461596,-73.88150532885908,Convenience Store
Bedford Park,40.87018516,-73.88551218,King's Fried Chicken & Pizzeria,40.869248999999996,-73.889841,Fried Chicken Joint
Bedford Park,40.87018516,-73.88551218,Pique Restaurant,40.8695505000651,-73.8900634925812,Mexican Restaurant
Bedford Park,40.87018516,-73.88551218,Sudanny Deli Grocery,40.86994,-73.89017199999999,Food
Bedford Park,40.87018516,-73.88551218,UPS Access Point location,40.872762,-73.888721,Shipping Store
Bedford Park,40.87018516,-73.88551218,Red Star Chinese Restaurant,40.871938,-73.88959200000001,Chinese Restaurant
Bedford Park,40.87018516,-73.88551218,UPS Access Point Locker,40.866897,-73.883644,Shipping Store
Bedford Park,40.87018516,-73.88551218,"Maxima Restaurant, L.P",40.869738,-73.890263,Food
Bedford Park,40.87018516,-73.88551218,Mi Casa Bakery,40.872775448755775,-73.88887725980516,Bakery
Bedford Park,40.87018516,-73.88551218,Lion's Roar Muay Thai,40.868961999999996,-73.890072,Thai Restaurant
Bedford Park,40.87018516,-73.88551218,Lin and Lin,40.872211,-73.889546,Food
Bedford Park,40.87018516,-73.88551218,The Bronx Mini Deli,40.869452,-73.890298,Deli / Bodega
Bedford Park,40.87018516,-73.88551218,C & J's Market,40.872882,-73.888944,Grocery Store
Bedford Park,40.87018516,-73.88551218,Metro North - Botanical Garden Train Station,40.867468425056806,-73.88145364946986,Train Station
Bedford Park,40.87018516,-73.88551218,Wine & Liquor,40.872965,-73.888931,Liquor Store
Bedford Park,40.87018516,-73.88551218,Hong Kong Kitchen,40.869617,-73.890512,Chinese Restaurant
Bedford Park,40.87018516,-73.88551218,ServerHdd.com,40.86652,-73.887084,Accessories Store
Bedford Park,40.87018516,-73.88551218,Whitecastle,40.86636438733783,-73.886282739298,Burger Joint
Bedford Park,40.87018516,-73.88551218,Connie's Taqueria,40.874,-73.884631,Mexican Restaurant
Bedford Park,40.87018516,-73.88551218,El Sabor Latino,40.872834000000005,-73.889263,Mexican Restaurant
Bedford Park,40.87018516,-73.88551218,Rose's Coffee Shop,40.873974,-73.88423900000001,Food
Bedford Park,40.87018516,-73.88551218,Frank's Deli & Grocery,40.866269,-73.88581500000001,Deli / Bodega
Bedford Park,40.87018516,-73.88551218,House pizza,40.874041999999996,-73.884519,Pizza Place
Bedford Park,40.87018516,-73.88551218,Frisch Field,40.868608611572064,-73.88068419969964,Baseball Field
Bedford Park,40.87018516,-73.88551218,Rincon Musival,40.87000192138224,-73.89088203505153,Record Shop
Bedford Park,40.87018516,-73.88551218,Styles Barbershop,40.871373,-73.89079699999999,Health & Beauty Service
Bedford Park,40.87018516,-73.88551218,Kennedy Fried Chicken & Pizza,40.87028420837393,-73.89106003308734,Fried Chicken Joint
Bedford Park,40.87018516,-73.88551218,El Tenanpa Restaurant,40.865947999999996,-73.886486,Mexican Restaurant
Bedford Park,40.87018516,-73.88551218,Mike's Signs & Awnings Corp.,40.86612,-73.887654,Business Service
Bedford Park,40.87018516,-73.88551218,Da DO Hae,40.874581,-73.88493100000001,Food
Bedford Park,40.87018516,-73.88551218,allbee baby,40.871482849121094,-73.89118957519531,Baby Store
Belmont,40.8572771,-73.88845196,Tino's Delicatessen,40.85588217093613,-73.88716612015719,Italian Restaurant
Belmont,40.8572771,-73.88845196,Casa Della Mozzarella,40.85543999994273,-73.88737265373734,Deli / Bodega
Belmont,40.8572771,-73.88845196,Full Moon Pizzeria,40.855505712207126,-73.88755698445503,Pizza Place
Belmont,40.8572771,-73.88845196,Michaelangelo's Coal Fired Brick Oven Pizza Restaurant,40.85741189614754,-73.88646821282298,Italian Restaurant
Belmont,40.8572771,-73.88845196,Zero Otto Nove,40.85471353015844,-73.88838751470229,Pizza Place
Belmont,40.8572771,-73.88845196,Teitel Brothers Imported Italian Specialty Products,40.85474415987506,-73.88822018662913,Food & Drink Shop
Belmont,40.8572771,-73.88845196,Arthur Avenue Fiasco,40.854844,-73.887908,Italian Restaurant
Belmont,40.8572771,-73.88845196,Gino's Pastry Shop,40.855647999999995,-73.888196,Dessert Shop
Belmont,40.8572771,-73.88845196,DeLillo Pastry Shop,40.85536383666541,-73.88719756785711,Dessert Shop
Belmont,40.8572771,-73.88845196,Simon's Deli & Bagels,40.857424338663805,-73.88597284190821,Deli / Bodega
Belmont,40.8572771,-73.88845196,Cosenza's Fish Market,40.85466025221803,-73.88833461814113,Fish Market
Belmont,40.8572771,-73.88845196,Mike's Deli,40.85413107559137,-73.8881359312148,Deli / Bodega
Belmont,40.8572771,-73.88845196,Madonia Bakery,40.85441232476012,-73.88851590024353,Bakery
Belmont,40.8572771,-73.88845196,Egidio Pastry Shop,40.85514224140267,-73.88697184841936,Bakery
Belmont,40.8572771,-73.88845196,Borgatti's Ravioli & Egg Noodles,40.855014997992136,-73.88652145739076,Food & Drink Shop
Belmont,40.8572771,-73.88845196,Morrone Pastry Shop & Cafe,40.854635750374605,-73.88840016473603,Dessert Shop
Belmont,40.8572771,-73.88845196,Calabria Pork Store,40.85414529023418,-73.88877606219484,Italian Restaurant
Belmont,40.8572771,-73.88845196,Arthur Avenue Retail Market,40.854156791455715,-73.88817917236352,Market
Belmont,40.8572771,-73.88845196,Bellini's Pizza,40.8570710822463,-73.88535048830875,Pizza Place
Belmont,40.8572771,-73.88845196,Gerbasi Ristorante,40.85533418683699,-73.88780782046945,Italian Restaurant
Belmont,40.8572771,-73.88845196,Addeo & Sons Bakery,40.85449717034133,-73.88759144753934,Bakery
Belmont,40.8572771,-73.88845196,Estrellita Poblana,40.85400959882801,-73.88892348848158,Mexican Restaurant
Belmont,40.8572771,-73.88845196,La Cantina Wine & Liquor,40.85469470008847,-73.88836435784827,Liquor Store
Belmont,40.8572771,-73.88845196,Antonio's Trattoria,40.854082862115455,-73.88661644989108,Italian Restaurant
Belmont,40.8572771,-73.88845196,Enzo's,40.854354554251444,-73.88864359312625,Italian Restaurant
Belmont,40.8572771,-73.88845196,Artuso Pastry Shop,40.854324604875096,-73.88511207332353,Bakery
Belmont,40.8572771,-73.88845196,The Bronx Beer Hall,40.854197571164775,-73.88823312783984,Bar
Belmont,40.8572771,-73.88845196,Joes Italian Deli,40.85439129501429,-73.8853668865723,Deli / Bodega
Belmont,40.8572771,-73.88845196,Dominick's Restaurant,40.85421506482662,-73.88876521498301,Italian Restaurant
Belmont,40.8572771,-73.88845196,Pugsley Pizza,40.8588177574385,-73.88480770171738,Pizza Place
Belmont,40.8572771,-73.88845196,TCK Martial Arts Academy,40.85772906763519,-73.88361299571267,Martial Arts Dojo
Belmont,40.8572771,-73.88845196,Roberto's,40.853607,-73.88843,Italian Restaurant
Belmont,40.8572771,-73.88845196,Mt. Carmel Wine & Spirits Co.,40.85541601340869,-73.8872427462712,Liquor Store
Belmont,40.8572771,-73.88845196,Cafe al Mercato,40.85417649340613,-73.88808455700543,Italian Restaurant
Belmont,40.8572771,-73.88845196,Modern Market,40.85524546284461,-73.88785881084709,Grocery Store
Belmont,40.8572771,-73.88845196,Emilia's Restaurant,40.85412010500031,-73.88890998498077,Italian Restaurant
Belmont,40.8572771,-73.88845196,White Castle,40.85900319252771,-73.88649446049982,Fast Food Restaurant
Belmont,40.8572771,-73.88845196,Best Deli & Grocery,40.85955036756025,-73.88717333450916,Deli / Bodega
Belmont,40.8572771,-73.88845196,Tuff City Tattoos,40.857715183054,-73.88364041094518,Tattoo Parlor
Belmont,40.8572771,-73.88845196,Mario's Restaurant & Catering,40.854243777661196,-73.88843667516853,Italian Restaurant
Belmont,40.8572771,-73.88845196,Clinton Hall,40.857304458110725,-73.8858122629058,American Restaurant
Belmont,40.8572771,-73.88845196,Pasquale Riggaletto's,40.853744601208376,-73.88926386660914,Italian Restaurant
Belmont,40.8572771,-73.88845196,Pizza Studio - Fordham,40.86074889186513,-73.88981540589373,Pizza Place
Belmont,40.8572771,-73.88845196,David Greco's Arthur Avenue Trattoria,40.854031511759736,-73.88887832314941,Italian Restaurant
Belmont,40.8572771,-73.88845196,Tra Di Noi,40.855139534007634,-73.88679442998631,Italian Restaurant
Belmont,40.8572771,-73.88845196,M&G Diner,40.85516971967267,-73.88773144856515,Diner
Belmont,40.8572771,-73.88845196,Calandra's Cheese,40.85375691342471,-73.88907421950137,Cheese Shop
Belmont,40.8572771,-73.88845196,Çka Ka Qëllu,40.853835,-73.888021,Eastern European Restaurant
Belmont,40.8572771,-73.88845196,Randazzo's Seafood,40.854059,-73.88913199999999,Fish Market
Belmont,40.8572771,-73.88845196,Mugz,40.857309011647914,-73.88597845458973,Bar
Belmont,40.8572771,-73.88845196,Starbucks,40.86063643,-73.89027008,Coffee Shop
Belmont,40.8572771,-73.88845196,East Fordham Road,40.86114473768955,-73.89052603849369,Plaza
Belmont,40.8572771,-73.88845196,Rams Deli Plus,40.858559,-73.885937,Deli / Bodega
